"names" "values"
"163" "FUS3_S177-T180~Y182_k_STE12_S400" 0.8999845
"164" "DIG1_S272~T277~S279_n_STE12_S400" 4.995907
"165" "DIG1_S272~T277~S279_k_STE12_S400" 0.1000108
"166" "tau_STE12_S400" 0.093153
"167" "HOG1_T174~Y176_n_SKO1_T215" 4.999211
"168" "HOG1_T174~Y176_k_SKO1_T215" 0.6220092
"169" "HOG1_T174-Y176_n_SKO1_T215" 4.999994
"170" "HOG1_T174-Y176_k_SKO1_T215" 0.8999946
"171" "tau_SKO1_T215" 9.999992
"172" "HOG1_T174~Y176_n_SKO1_S94~S108~T113" 4.999626
"173" "HOG1_T174~Y176_k_SKO1_S94~S108~T113" 0.1014163
"174" "HOG1_T174-Y176_n_SKO1_S94~S108~T113" 4.999993
"175" "HOG1_T174-Y176_k_SKO1_S94~S108~T113" 0.8980497
"176" "tau_SKO1_S94~S108~T113" 0.09671219
