"names" "values"
"180" "STE20_S195_n_STE11_S326" 4.038176
"181" "STE20_S195_k_STE11_S326" 0.1
"182" "STE20_T170~T172_n_STE11_S326" 4.925234
"183" "STE20_T170~T172_k_STE11_S326" 0.9
"184" "STE20_S196~T197_n_STE11_S326" 4.999997
"185" "STE20_S196~T197_k_STE11_S326" 0.1
"186" "STE20_T573_n_STE11_S326" 4.941801
"187" "STE20_T573_k_STE11_S326" 0.1000009
"188" "tau_STE11_S326" 0.01974442
"189" "STE20_S192_n_STE50_S202" 1
"190" "STE20_S192_k_STE50_S202" 0.1000005
"191" "STE20_T511_n_STE50_S202" 1
"192" "STE20_T511_k_STE50_S202" 0.1
"193" "STE20_T203~T207_n_STE50_S202" 5
"194" "STE20_T203~T207_k_STE50_S202" 0.1
"195" "STE20_S195_n_STE50_S202" 4.991803
"196" "STE20_S195_k_STE50_S202" 0.1000001
"197" "STE20_T170~T172_n_STE50_S202" 4.999998
"198" "STE20_T170~T172_k_STE50_S202" 0.1000133
"199" "STE20_S196~T197_n_STE50_S202" 1.000002
"200" "STE20_S196~T197_k_STE50_S202" 0.8999917
"201" "STE20_T573_n_STE50_S202" 1.00004
"202" "STE20_T573_k_STE50_S202" 0.1000001
"203" "tau_STE50_S202" 0.03594049
"204" "DIG2_S225_n_STE12_S400" 3.530276
"205" "DIG2_S225_k_STE12_S400" 0.100898
"206" "DIG1_S395_n_STE12_S400" 2.381152
"207" "DIG1_S395_k_STE12_S400" 0.1
"208" "DIG1_S126-S127_n_STE12_S400" 4.999499
"209" "DIG1_S126-S127_k_STE12_S400" 0.1
"210" "DIG1_S272_n_STE12_S400" 5
"211" "DIG1_S272_k_STE12_S400" 0.1
"212" "FUS3_T180_n_STE12_S400" 5
"213" "FUS3_T180_k_STE12_S400" 0.9
"214" "FUS3_S177-T180~Y182_n_STE12_S400" 5
"215" "FUS3_S177-T180~Y182_k_STE12_S400" 0.8999999
"216" "DIG1_S272~T277~S279_n_STE12_S400" 4.99992
"217" "DIG1_S272~T277~S279_k_STE12_S400" 0.1654846
"218" "tau_STE12_S400" 0.01
"219" "HOG1_T174-Y176_n_SKO1_T215" 4.097258
"220" "HOG1_T174-Y176_k_SKO1_T215" 0.8999904
"221" "HOG1_T174~Y176_n_SKO1_T215" 2.150811
"222" "HOG1_T174~Y176_k_SKO1_T215" 0.6104077
"223" "tau_SKO1_T215" 6.503183
"224" "HOG1_T174-Y176_n_SKO1_S94~S108~T113" 4.999976
"225" "HOG1_T174-Y176_k_SKO1_S94~S108~T113" 0.8999334
"226" "HOG1_T174~Y176_n_SKO1_S94~S108~T113" 5
"227" "HOG1_T174~Y176_k_SKO1_S94~S108~T113" 0.1019293
"228" "tau_SKO1_S94~S108~T113" 0.1142635
"229" "HOT1_S153_n_GPD1_S24~S27" 5
"230" "HOT1_S153_k_GPD1_S24~S27" 0.7443577
"231" "tau_GPD1_S24~S27" 0.2576359
